slice_id,group,region_idx,stream,gap_sec,floor
20250827_199,MALE,1,combined,25.09999999999991,18
20250827_199,MALE,1,combined,66.40000000000009,18
20250827_199,MALE,1,combined,13.0,18
20250827_199,MALE,1,combined,74.29999999999995,18
20250827_199,MALE,1,combined,54.89999999999998,18
20250827_199,MALE,1,combined,3.900000000000091,18
20250827_199,MALE,1,combined,22.899999999999977,18
20250827_199,MALE,1,combined,33.0,18
20250827_199,MALE,1,combined,8.299999999999955,18
20250827_199,MALE,1,combined,20.600000000000023,18
20250827_199,MALE,1,combined,20.899999999999977,18
20250827_199,MALE,1,combined,16.800000000000068,18
20250827_199,MALE,1,combined,9.699999999999932,18
20250827_199,MALE,1,combined,13.600000000000023,18
20250827_199,MALE,1,combined,30.700000000000045,18
20250827_199,MALE,1,combined,101.70000000000005,18
20250827_199,MALE,1,combined,52.399999999999864,18
20250827_199,MALE,1,combined,9.700000000000045,18
20250827_199,MALE,1,combined,24.0,18
20250827_199,MALE,1,combined,12.099999999999909,18
20250829_204,OVX,1,fast,146.1,9
20250829_204,OVX,1,fast,40.900000000000034,9
20250829_204,OVX,1,fast,221.5,9
20250829_204,OVX,1,fast,20.19999999999999,9
20250829_204,OVX,1,fast,14.399999999999977,9
20250829_204,OVX,1,fast,139.70000000000005,9
20250829_204,OVX,1,fast,239.60000000000002,9
20250829_204,OVX,1,fast,134.69999999999993,9
20250829_204,OVX,1,fast,2.7000000000000455,9
20250829_204,OVX,1,fast,33.5,9
20250829_204,OVX,1,fast,90.79999999999995,9
20250829_204,OVX,1,slow,8.399999999999999,11
20250829_204,OVX,1,slow,39.300000000000004,11
20250829_204,OVX,1,slow,24.900000000000006,11
20250829_204,OVX,1,slow,36.0,11
20250829_204,OVX,1,slow,48.19999999999999,11
20250829_204,OVX,1,slow,32.60000000000002,11
20250829_204,OVX,1,slow,43.19999999999999,11
20250829_204,OVX,1,slow,11.100000000000023,11
20250829_204,OVX,1,slow,48.89999999999998,11
20250829_204,OVX,1,slow,6.400000000000034,11
20250829_204,OVX,1,slow,82.5,11
20250829_204,OVX,1,slow,59.19999999999999,11
20250829_204,OVX,1,slow,11.5,11
20250829_204,OVX,1,slow,22.30000000000001,11
20250829_204,OVX,1,slow,12.899999999999977,11
20250829_204,OVX,1,slow,71.5,11
20250829_204,OVX,1,slow,15.100000000000023,11
20250829_204,OVX,1,slow,53.0,11
20250829_204,OVX,1,slow,8.399999999999977,11
20250829_204,OVX,1,slow,63.700000000000045,11
20250829_204,OVX,1,slow,15.600000000000023,11
20250829_204,OVX,1,slow,57.89999999999998,11
20250829_204,OVX,1,slow,14.199999999999932,11
20250829_204,OVX,1,slow,16.800000000000068,11
20250829_204,OVX,1,slow,37.299999999999955,11
20250829_204,OVX,1,slow,8.5,11
20250829_204,OVX,1,slow,17.399999999999977,11
20250829_204,OVX,1,slow,54.90000000000009,11
20250829_204,OVX,1,slow,81.59999999999991,11
20250829_204,OVX,1,slow,35.5,11
20250829_204,OVX,1,slow,11.200000000000045,11
20250829_204,OVX,1,slow,41.700000000000045,11
20250829_204,OVX,1,slow,30.0,11
20250829_204,OVX,1,slow,6.5,11
20250829_204,OVX,1,slow,24.59999999999991,11
20250829_204,OVX,1,combined,8.399999999999999,13
20250829_204,OVX,1,combined,35.300000000000004,13
20250829_204,OVX,1,combined,4.0,13
20250829_204,OVX,1,combined,25.0,13
20250829_204,OVX,1,combined,7.599999999999994,13
20250829_204,OVX,1,combined,28.30000000000001,13
20250829_204,OVX,1,combined,48.19999999999999,13
20250829_204,OVX,1,combined,32.60000000000002,13
20250829_204,OVX,1,combined,42.599999999999966,13
20250829_204,OVX,1,combined,11.700000000000045,13
20250829_204,OVX,1,combined,48.89999999999998,13
20250829_204,OVX,1,combined,6.199999999999989,13
20250829_204,OVX,1,combined,11.900000000000034,13
20250829_204,OVX,1,combined,71.09999999999997,13
20250829_204,OVX,1,combined,58.900000000000034,13
20250829_204,OVX,1,combined,11.5,13
20250829_204,OVX,1,combined,22.30000000000001,13
20250829_204,OVX,1,combined,12.899999999999977,13
20250829_204,OVX,1,combined,71.5,13
20250829_204,OVX,1,combined,14.899999999999977,13
20250829_204,OVX,1,combined,53.200000000000045,13
20250829_204,OVX,1,combined,8.399999999999977,13
20250829_204,OVX,1,combined,64.30000000000007,13
20250829_204,OVX,1,combined,14.699999999999932,13
20250829_204,OVX,1,combined,57.700000000000045,13
20250829_204,OVX,1,combined,14.699999999999932,13
20250829_204,OVX,1,combined,16.0,13
20250829_204,OVX,1,combined,38.40000000000009,13
20250829_204,OVX,1,combined,8.399999999999977,13
20250829_204,OVX,1,combined,16.899999999999977,13
20250829_204,OVX,1,combined,55.200000000000045,13
20250829_204,OVX,1,combined,80.0,13
20250829_204,OVX,1,combined,35.59999999999991,13
20250829_204,OVX,1,combined,12.700000000000045,13
20250829_204,OVX,1,combined,71.70000000000005,13
20250829_204,OVX,1,combined,6.5,13
20250829_204,OVX,1,combined,24.59999999999991,13
20250904_209,OVX,1,slow,20.5,6
20250904_209,OVX,1,slow,229.90000000000003,6
20250904_209,OVX,1,slow,103.69999999999999,6
20250904_209,OVX,1,combined,195.09999999999997,10
20250904_209,OVX,1,combined,472.90000000000003,10
20250911_214,ORX,1,slow,282.70000000000005,6
20250911_214,ORX,1,slow,30.799999999999955,6
20250911_214,ORX,1,combined,282.5000000000001,6
20250911_214,ORX,1,combined,31.199999999999818,6
20250911_222,ORX,1,slow,104.20000000000002,5
20250911_222,ORX,1,combined,18.0,6
20250911_222,ORX,1,combined,104.20000000000002,6
20250925_231,DI,1,fast,128.40000000000003,11
20250925_231,DI,1,fast,5.099999999999994,11
20250925_231,DI,1,fast,28.099999999999994,11
20250925_231,DI,1,fast,94.19999999999999,11
20250925_231,DI,1,fast,112.5,11
20250925_231,DI,1,fast,6.900000000000034,11
20250925_231,DI,1,fast,222.09999999999997,11
20250925_231,DI,1,slow,50.700000000000045,7
20250925_231,DI,1,slow,5.199999999999932,7
20250925_231,DI,1,slow,60.10000000000002,7
20250925_231,DI,1,slow,29.700000000000045,7
20250925_231,DI,1,slow,6.0,7
20250925_231,DI,1,slow,49.5,7
20250925_231,DI,1,slow,35.399999999999864,7
20250925_231,DI,1,slow,5.100000000000136,7
20250925_231,DI,1,slow,31.5,7
20250925_231,DI,1,slow,25.59999999999991,7
20250925_231,DI,1,combined,133.5,12
20250925_231,DI,1,combined,28.099999999999994,12
20250925_231,DI,1,combined,213.60000000000002,12
20250925_231,DI,1,combined,9.300000000000011,12
20250925_231,DI,1,combined,492.70000000000005,12
20250925_231,DI,1,combined,4.699999999999932,12
20250925_231,DI,1,combined,60.10000000000002,12
20250925_231,DI,1,combined,30.40000000000009,12
20250925_231,DI,1,combined,54.799999999999955,12
20250925_231,DI,1,combined,35.399999999999864,12
20250925_231,DI,1,combined,5.900000000000091,12
20250925_231,DI,1,combined,30.59999999999991,12
20250925_231,DI,1,combined,25.600000000000136,12
20250925_233,DI,1,fast,9.299999999999955,12
20250925_233,DI,1,fast,14.100000000000023,12
20250925_233,DI,1,fast,190.70000000000005,12
20250925_233,DI,1,slow,84.60000000000002,7
20250925_233,DI,1,slow,22.799999999999955,7
20250925_233,DI,1,slow,251.0,7
20250925_233,DI,1,combined,18.299999999999955,13
20250925_233,DI,1,combined,14.100000000000023,13
20250925_233,DI,1,combined,52.0,13
20250925_233,DI,1,combined,23.700000000000045,13
20250925_233,DI,1,combined,115.0,13
20250925_233,DI,1,combined,136.20000000000005,13
20250926_235,DI,1,fast,264.90000000000003,7
20250926_235,DI,1,slow,172.20000000000005,5
20250926_235,DI,1,slow,69.0,5
20250926_235,DI,1,combined,922.7,8
20250926_235,DI,1,combined,172.4000000000001,8
20250926_235,DI,1,combined,68.79999999999995,8
20250926_237,DI,1,fast,160.20000000000002,10
20250926_237,DI,1,fast,46.400000000000006,10
20250926_237,DI,1,fast,90.19999999999999,10
20250926_237,DI,1,fast,15.700000000000045,10
20250926_237,DI,1,fast,58.5,10
20250926_237,DI,1,fast,140.69999999999993,10
20250926_237,DI,1,fast,145.9000000000001,10
20250926_237,DI,1,slow,93.19999999999993,6
20250926_237,DI,1,slow,76.20000000000005,6
20250926_237,DI,1,slow,137.5999999999999,6
20250926_237,DI,1,combined,18.700000000000003,10
20250926_237,DI,1,combined,141.5,10
20250926_237,DI,1,combined,46.400000000000006,10
20250926_237,DI,1,combined,90.19999999999999,10
20250926_237,DI,1,combined,15.700000000000045,10
20250926_237,DI,1,combined,58.5,10
20250926_237,DI,1,combined,140.69999999999993,10
20250926_237,DI,1,combined,79.10000000000002,10
20250926_237,DI,1,combined,66.80000000000007,10
20250926_237,DI,1,combined,212.5,10
20250926_237,DI,1,combined,170.19999999999993,10
20250926_237,DI,1,combined,137.29999999999995,10
20260115_243,ORX,1,slow,188.30000000000004,8
20260115_243,ORX,1,slow,44.89999999999998,8
20260115_243,ORX,1,slow,172.0,8
20260115_243,ORX,1,slow,398.19999999999993,8
20260115_243,ORX,1,combined,233.3,12
20260120_248,MALE,1,slow,31.100000000000136,7
20260120_248,MALE,1,slow,23.799999999999955,7
20260120_248,MALE,1,slow,39.799999999999955,7
20260120_248,MALE,1,combined,37.200000000000045,7
20260120_248,MALE,1,combined,31.100000000000136,7
20260120_248,MALE,1,combined,22.799999999999955,7
20260120_248,MALE,1,combined,40.799999999999955,7
20260122_256,OVX,1,slow,954.3000000000001,5
20260130_270,DI,1,fast,116.80000000000007,8
20260130_270,DI,1,fast,16.100000000000023,8
20260130_270,DI,1,fast,228.5,8
20260130_270,DI,1,slow,135.39999999999998,10
20260130_270,DI,1,slow,141.70000000000005,10
20260130_270,DI,1,slow,86.10000000000002,10
20260130_270,DI,1,slow,67.89999999999998,10
20260130_270,DI,1,slow,9.399999999999864,10
20260130_270,DI,1,slow,34.50000000000023,10
20260130_270,DI,1,slow,30.0,10
20260130_270,DI,1,slow,37.899999999999864,10
20260130_270,DI,1,slow,48.100000000000136,10
20260130_270,DI,1,combined,134.5,11
20260130_270,DI,1,combined,141.70000000000005,11
20260130_270,DI,1,combined,86.10000000000002,11
20260130_270,DI,1,combined,67.89999999999998,11
20260130_270,DI,1,combined,9.399999999999864,11
20260130_270,DI,1,combined,35.700000000000045,11
20260130_270,DI,1,combined,29.100000000000136,11
20260130_270,DI,1,combined,37.700000000000045,11
20260130_270,DI,1,combined,48.0,11
20260130_270,DI,1,combined,28.299999999999955,11
20260130_272,DI,1,slow,979.1000000000001,5
20260130_272,DI,1,slow,60.19999999999982,5
20260130_272,DI,1,slow,54.200000000000045,5
20260130_272,DI,1,combined,561.0,8
20260130_272,DI,1,combined,59.399999999999864,8
20260130_272,DI,1,combined,54.30000000000018,8
20260303_290,DI,1,fast,72.40000000000003,8
20260303_290,DI,1,fast,75.79999999999995,8
20260303_290,DI,1,fast,145.60000000000002,8
20260303_290,DI,1,fast,22.300000000000068,8
20260303_290,DI,1,fast,10.299999999999955,8
20260303_290,DI,1,fast,133.39999999999998,8
20260303_290,DI,1,fast,78.5,8
20260303_290,DI,1,fast,18.300000000000068,8
20260303_290,DI,1,fast,13.699999999999932,8
20260303_290,DI,1,fast,89.5,8
20260303_290,DI,1,fast,20.5,8
20260303_290,DI,1,fast,21.600000000000023,8
20260303_290,DI,1,fast,127.20000000000005,8
20260303_290,DI,1,fast,131.79999999999995,8
20260303_290,DI,1,fast,62.09999999999991,8
20260303_290,DI,1,slow,27.799999999999983,10
20260303_290,DI,1,slow,45.700000000000045,10
